 #   z           x_e           tau
13.47  8.953630E-02  6.561033E-02
13.48  8.925243E-02  6.562254E-02
13.49  8.896942E-02  6.563472E-02
13.50  8.868728E-02  6.564686E-02
13.51  8.840598E-02  6.565897E-02
13.52  8.812554E-02  6.567104E-02
13.53  8.784595E-02  6.568308E-02
13.54  8.756721E-02  6.569508E-02
13.55  8.728931E-02  6.570705E-02
13.56  8.701226E-02  6.571899E-02
13.57  8.673604E-02  6.573089E-02
13.58  8.646067E-02  6.574276E-02
13.59  8.618613E-02  6.575460E-02
13.60  8.591242E-02  6.576640E-02
13.61  8.563955E-02  6.577817E-02
13.62  8.536750E-02  6.578991E-02
13.63  8.509628E-02  6.580161E-02
13.64  8.482589E-02  6.581328E-02
13.65  8.455631E-02  6.582491E-02
13.66  8.428756E-02  6.583651E-02
13.67  8.401962E-02  6.584808E-02
13.68  8.375250E-02  6.585962E-02
13.69  8.348619E-02  6.587113E-02
13.70  8.322069E-02  6.588260E-02
13.71  8.295600E-02  6.589404E-02
13.72  8.269212E-02  6.590544E-02
13.73  8.242903E-02  6.591682E-02
13.74  8.216675E-02  6.592816E-02
13.75  8.190527E-02  6.593947E-02
13.76  8.164458E-02  6.595074E-02
13.77  8.138469E-02  6.596199E-02
13.78  8.112559E-02  6.597320E-02
13.79  8.086728E-02  6.598438E-02
13.80  8.060976E-02  6.599553E-02
13.81  8.035302E-02  6.600665E-02
13.82  8.009707E-02  6.601774E-02
13.83  7.984189E-02  6.602879E-02
13.84  7.958750E-02  6.603981E-02
13.85  7.933388E-02  6.605081E-02
13.86  7.908103E-02  6.606177E-02
13.87  7.882896E-02  6.607269E-02
13.88  7.857765E-02  6.608359E-02
13.89  7.832712E-02  6.609446E-02
13.90  7.807734E-02  6.610529E-02
13.91  7.782834E-02  6.611610E-02
13.92  7.758009E-02  6.612687E-02
13.93  7.733260E-02  6.613761E-02
13.94  7.708587E-02  6.614833E-02
13.95  7.683989E-02  6.615901E-02
13.96  7.659466E-02  6.616966E-02
13.97  7.635018E-02  6.618028E-02
13.98  7.610646E-02  6.619087E-02
13.99  7.586347E-02  6.620143E-02
14.00  7.562123E-02  6.621196E-02
14.01  7.537974E-02  6.622246E-02
14.02  7.513898E-02  6.623293E-02
14.03  7.489895E-02  6.624337E-02
14.04  7.465967E-02  6.625378E-02
14.05  7.442111E-02  6.626416E-02
14.06  7.418329E-02  6.627451E-02
14.07  7.394620E-02  6.628483E-02
14.08  7.370983E-02  6.629512E-02
14.09  7.347419E-02  6.630538E-02
14.10  7.323927E-02  6.631561E-02
14.11  7.300506E-02  6.632581E-02
14.12  7.277158E-02  6.633599E-02
14.13  7.253882E-02  6.634613E-02
14.14  7.230676E-02  6.635625E-02
14.15  7.207542E-02  6.636633E-02
14.16  7.184479E-02  6.637639E-02
14.17  7.161487E-02  6.638642E-02
14.18  7.138566E-02  6.639642E-02
14.19  7.115714E-02  6.640639E-02
14.20  7.092933E-02  6.641633E-02
14.21  7.070222E-02  6.642624E-02
14.22  7.047581E-02  6.643613E-02
14.23  7.025009E-02  6.644598E-02
14.24  7.002507E-02  6.645581E-02
14.25  6.980074E-02  6.646561E-02
14.26  6.957710E-02  6.647538E-02
14.27  6.935414E-02  6.648513E-02
14.28  6.913188E-02  6.649484E-02
14.29  6.891029E-02  6.650453E-02
14.30  6.868939E-02  6.651419E-02
14.31  6.846917E-02  6.652382E-02
14.32  6.824962E-02  6.653343E-02
14.33  6.803075E-02  6.654300E-02
14.34  6.781256E-02  6.655255E-02
14.35  6.759503E-02  6.656207E-02
14.36  6.737818E-02  6.657157E-02
14.37  6.716200E-02  6.658103E-02
14.38  6.694648E-02  6.659047E-02
14.39  6.673162E-02  6.659988E-02
14.40  6.651743E-02  6.660927E-02
14.41  6.630390E-02  6.661862E-02
14.42  6.609103E-02  6.662795E-02
14.43  6.587881E-02  6.663726E-02
14.44  6.566725E-02  6.664654E-02
14.45  6.545634E-02  6.665578E-02
14.46  6.524608E-02  6.666501E-02
14.47  6.503647E-02  6.667420E-02
14.48  6.482750E-02  6.668337E-02
14.49  6.461919E-02  6.669252E-02
14.50  6.441151E-02  6.670163E-02
14.51  6.420448E-02  6.671072E-02
14.52  6.399808E-02  6.671979E-02
14.53  6.379233E-02  6.672883E-02
14.54  6.358721E-02  6.673784E-02
14.55  6.338272E-02  6.674682E-02
14.56  6.317887E-02  6.675578E-02
14.57  6.297564E-02  6.676472E-02
14.58  6.277305E-02  6.677363E-02
14.59  6.257108E-02  6.678251E-02
14.60  6.236974E-02  6.679136E-02
14.61  6.216901E-02  6.680019E-02
14.62  6.196891E-02  6.680900E-02
14.63  6.176943E-02  6.681778E-02
14.64  6.157057E-02  6.682653E-02
14.65  6.137232E-02  6.683526E-02
14.66  6.117469E-02  6.684397E-02
14.67  6.097767E-02  6.685264E-02
14.68  6.078125E-02  6.686130E-02
14.69  6.058545E-02  6.686992E-02
14.70  6.039025E-02  6.687853E-02
14.71  6.019566E-02  6.688710E-02
14.72  6.000167E-02  6.689566E-02
14.73  5.980829E-02  6.690418E-02
14.74  5.961550E-02  6.691269E-02
14.75  5.942331E-02  6.692117E-02
14.76  5.923172E-02  6.692962E-02
14.77  5.904072E-02  6.693805E-02
14.78  5.885031E-02  6.694645E-02
14.79  5.866050E-02  6.695483E-02
14.80  5.847127E-02  6.696319E-02
14.81  5.828263E-02  6.697152E-02
14.82  5.809458E-02  6.697983E-02
14.83  5.790711E-02  6.698811E-02
14.84  5.772022E-02  6.699637E-02
14.85  5.753392E-02  6.700460E-02
14.86  5.734819E-02  6.701281E-02
14.87  5.716304E-02  6.702100E-02
14.88  5.697846E-02  6.702916E-02
14.89  5.679446E-02  6.703730E-02
14.90  5.661103E-02  6.704542E-02
14.91  5.642817E-02  6.705351E-02
14.92  5.624588E-02  6.706158E-02
14.93  5.606416E-02  6.706962E-02
14.94  5.588300E-02  6.707764E-02
14.95  5.570241E-02  6.708564E-02
14.96  5.552238E-02  6.709362E-02
14.97  5.534291E-02  6.710157E-02
14.98  5.516399E-02  6.710949E-02
14.99  5.498564E-02  6.711740E-02
15.00  5.480784E-02  6.712528E-02
15.01  5.463059E-02  6.713314E-02
15.02  5.445389E-02  6.714097E-02
15.03  5.427775E-02  6.714879E-02
15.04  5.410216E-02  6.715658E-02
15.05  5.392711E-02  6.716434E-02
15.06  5.375260E-02  6.717209E-02
15.07  5.357865E-02  6.717981E-02
15.08  5.340523E-02  6.718751E-02
15.09  5.323236E-02  6.719518E-02
15.10  5.306002E-02  6.720284E-02
15.11  5.288822E-02  6.721047E-02
15.12  5.271696E-02  6.721808E-02
15.13  5.254623E-02  6.722567E-02
15.14  5.237604E-02  6.723323E-02
15.15  5.220637E-02  6.724077E-02
15.16  5.203724E-02  6.724829E-02
15.17  5.186863E-02  6.725579E-02
15.18  5.170056E-02  6.726327E-02
15.19  5.153300E-02  6.727072E-02
15.20  5.136597E-02  6.727815E-02
15.21  5.119946E-02  6.728557E-02
15.22  5.103347E-02  6.729295E-02
15.23  5.086800E-02  6.730032E-02
15.24  5.070305E-02  6.730767E-02
15.25  5.053862E-02  6.731499E-02
15.26  5.037469E-02  6.732229E-02
15.27  5.021128E-02  6.732957E-02
15.28  5.004839E-02  6.733683E-02
15.29  4.988600E-02  6.734407E-02
15.30  4.972412E-02  6.735129E-02
15.31  4.956274E-02  6.735849E-02
15.32  4.940187E-02  6.736566E-02
15.33  4.924151E-02  6.737281E-02
15.34  4.908164E-02  6.737995E-02
15.35  4.892228E-02  6.738706E-02
15.36  4.876342E-02  6.739415E-02
15.37  4.860505E-02  6.740122E-02
15.38  4.844718E-02  6.740827E-02
15.39  4.828981E-02  6.741530E-02
15.40  4.813293E-02  6.742230E-02
15.41  4.797654E-02  6.742929E-02
15.42  4.782064E-02  6.743626E-02
15.43  4.766523E-02  6.744320E-02
15.44  4.751030E-02  6.745013E-02
15.45  4.735586E-02  6.745703E-02
15.46  4.720191E-02  6.746392E-02
15.47  4.704844E-02  6.747078E-02
15.48  4.689545E-02  6.747762E-02
15.49  4.674294E-02  6.748445E-02
15.50  4.659091E-02  6.749125E-02
15.51  4.643936E-02  6.749803E-02
15.52  4.628829E-02  6.750480E-02
15.53  4.613768E-02  6.751154E-02
15.54  4.598755E-02  6.751827E-02
15.55  4.583790E-02  6.752497E-02
15.56  4.568871E-02  6.753165E-02
15.57  4.553999E-02  6.753832E-02
15.58  4.539174E-02  6.754496E-02
15.59  4.524395E-02  6.755159E-02
15.60  4.509663E-02  6.755819E-02
15.61  4.494977E-02  6.756478E-02
15.62  4.480338E-02  6.757134E-02
15.63  4.465744E-02  6.757789E-02
15.64  4.451197E-02  6.758442E-02
15.65  4.436695E-02  6.759093E-02
15.66  4.422239E-02  6.759741E-02
15.67  4.407828E-02  6.760388E-02
15.68  4.393462E-02  6.761033E-02
15.69  4.379142E-02  6.761677E-02
15.70  4.364867E-02  6.762318E-02
15.71  4.350637E-02  6.762957E-02
15.72  4.336452E-02  6.763595E-02
15.73  4.322311E-02  6.764230E-02
15.74  4.308215E-02  6.764864E-02
15.75  4.294163E-02  6.765496E-02
15.76  4.280156E-02  6.766126E-02
15.77  4.266193E-02  6.766754E-02
15.78  4.252273E-02  6.767380E-02
15.79  4.238398E-02  6.768004E-02
15.80  4.224566E-02  6.768627E-02
15.81  4.210778E-02  6.769247E-02
15.82  4.197034E-02  6.769866E-02
15.83  4.183333E-02  6.770483E-02
15.84  4.169675E-02  6.771098E-02
15.85  4.156060E-02  6.771711E-02
15.86  4.142488E-02  6.772323E-02
15.87  4.128959E-02  6.772932E-02
15.88  4.115472E-02  6.773540E-02
15.89  4.102029E-02  6.774146E-02
15.90  4.088627E-02  6.774751E-02
15.91  4.075268E-02  6.775353E-02
15.92  4.061952E-02  6.775954E-02
15.93  4.048677E-02  6.776552E-02
15.94  4.035444E-02  6.777150E-02
15.95  4.022253E-02  6.777745E-02
15.96  4.009104E-02  6.778338E-02
15.97  3.995996E-02  6.778930E-02
15.98  3.982930E-02  6.779520E-02
15.99  3.969905E-02  6.780108E-02
16.00  3.956921E-02  6.780695E-02
16.01  3.943978E-02  6.781280E-02
16.02  3.931077E-02  6.781863E-02
16.03  3.918216E-02  6.782444E-02
16.04  3.905395E-02  6.783023E-02
16.05  3.892616E-02  6.783601E-02
16.06  3.879876E-02  6.784177E-02
16.07  3.867177E-02  6.784752E-02
16.08  3.854519E-02  6.785324E-02
16.09  3.841900E-02  6.785895E-02
16.10  3.829321E-02  6.786465E-02
16.11  3.816782E-02  6.787032E-02
16.12  3.804283E-02  6.787598E-02
16.13  3.791824E-02  6.788162E-02
16.14  3.779404E-02  6.788725E-02
16.15  3.767023E-02  6.789285E-02
16.16  3.754682E-02  6.789844E-02
16.17  3.742379E-02  6.790402E-02
16.18  3.730116E-02  6.790958E-02
16.19  3.717891E-02  6.791512E-02
16.20  3.705706E-02  6.792064E-02
16.21  3.693559E-02  6.792615E-02
16.22  3.681450E-02  6.793164E-02
16.23  3.669380E-02  6.793712E-02
16.24  3.657348E-02  6.794258E-02
16.25  3.645355E-02  6.794802E-02
16.26  3.633399E-02  6.795345E-02
16.27  3.621482E-02  6.795886E-02
16.28  3.609602E-02  6.796425E-02
16.29  3.597760E-02  6.796963E-02
16.30  3.585955E-02  6.797499E-02
16.31  3.574188E-02  6.798033E-02
16.32  3.562459E-02  6.798566E-02
16.33  3.550766E-02  6.799098E-02
16.34  3.539111E-02  6.799628E-02
16.35  3.527493E-02  6.800156E-02
16.36  3.515912E-02  6.800682E-02
16.37  3.504368E-02  6.801207E-02
16.38  3.492860E-02  6.801731E-02
16.39  3.481389E-02  6.802253E-02
16.40  3.469954E-02  6.802773E-02
16.41  3.458556E-02  6.803292E-02
16.42  3.447194E-02  6.803809E-02
16.43  3.435868E-02  6.804325E-02
16.44  3.424578E-02  6.804839E-02
16.45  3.413324E-02  6.805351E-02
16.46  3.402106E-02  6.805862E-02
16.47  3.390924E-02  6.806372E-02
16.48  3.379777E-02  6.806880E-02
16.49  3.368666E-02  6.807386E-02
16.50  3.357590E-02  6.807891E-02
16.51  3.346550E-02  6.808394E-02
16.52  3.335544E-02  6.808896E-02
16.53  3.324574E-02  6.809397E-02
16.54  3.313638E-02  6.809896E-02
16.55  3.302738E-02  6.810393E-02
16.56  3.291872E-02  6.810889E-02
16.57  3.281041E-02  6.811383E-02
16.58  3.270244E-02  6.811876E-02
16.59  3.259482E-02  6.812367E-02
16.60  3.248754E-02  6.812857E-02
16.61  3.238060E-02  6.813346E-02
16.62  3.227400E-02  6.813833E-02
16.63  3.216775E-02  6.814318E-02
16.64  3.206183E-02  6.814802E-02
16.65  3.195625E-02  6.815285E-02
16.66  3.185101E-02  6.815766E-02
16.67  3.174610E-02  6.816246E-02
16.68  3.164153E-02  6.816724E-02
16.69  3.153729E-02  6.817201E-02
16.70  3.143339E-02  6.817676E-02
16.71  3.132981E-02  6.818150E-02
16.72  3.122657E-02  6.818623E-02
16.73  3.112366E-02  6.819094E-02
16.74  3.102108E-02  6.819563E-02
16.75  3.091882E-02  6.820032E-02
16.76  3.081689E-02  6.820499E-02
16.77  3.071529E-02  6.820964E-02
16.78  3.061401E-02  6.821428E-02
16.79  3.051305E-02  6.821891E-02
16.80  3.041242E-02  6.822352E-02
16.81  3.031211E-02  6.822812E-02
16.82  3.021212E-02  6.823270E-02
16.83  3.011245E-02  6.823727E-02
16.84  3.001310E-02  6.824183E-02
16.85  2.991407E-02  6.824637E-02
16.86  2.981535E-02  6.825090E-02
16.87  2.971695E-02  6.825542E-02
16.88  2.961886E-02  6.825992E-02
16.89  2.952109E-02  6.826441E-02
16.90  2.942363E-02  6.826888E-02
16.91  2.932649E-02  6.827334E-02
16.92  2.922965E-02  6.827779E-02
16.93  2.913313E-02  6.828223E-02
16.94  2.903691E-02  6.828665E-02
16.95  2.894100E-02  6.829105E-02
16.96  2.884540E-02  6.829545E-02
16.97  2.875011E-02  6.829983E-02
16.98  2.865512E-02  6.830420E-02
16.99  2.856044E-02  6.830855E-02
17.00  2.846605E-02  6.831289E-02
17.01  2.837198E-02  6.831722E-02
17.02  2.827820E-02  6.832153E-02
17.03  2.818472E-02  6.832584E-02
17.04  2.809155E-02  6.833013E-02
17.05  2.799867E-02  6.833440E-02
17.06  2.790609E-02  6.833866E-02
17.07  2.781381E-02  6.834291E-02
17.08  2.772182E-02  6.834715E-02
17.09  2.763013E-02  6.835138E-02
17.10  2.753873E-02  6.835559E-02
17.11  2.744763E-02  6.835979E-02
17.12  2.735682E-02  6.836397E-02
17.13  2.726630E-02  6.836814E-02
17.14  2.717607E-02  6.837230E-02
17.15  2.708613E-02  6.837645E-02
17.16  2.699648E-02  6.838059E-02
17.17  2.690712E-02  6.838471E-02
17.18  2.681804E-02  6.838882E-02
17.19  2.672926E-02  6.839292E-02
17.20  2.664075E-02  6.839700E-02
17.21  2.655253E-02  6.840108E-02
17.22  2.646460E-02  6.840514E-02
17.23  2.637694E-02  6.840919E-02
17.24  2.628957E-02  6.841322E-02
17.25  2.620248E-02  6.841725E-02
17.26  2.611567E-02  6.842126E-02
17.27  2.602914E-02  6.842526E-02
17.28  2.594289E-02  6.842924E-02
17.29  2.585692E-02  6.843322E-02
17.30  2.577122E-02  6.843718E-02
17.31  2.568580E-02  6.844113E-02
17.32  2.560065E-02  6.844507E-02
17.33  2.551577E-02  6.844900E-02
17.34  2.543117E-02  6.845291E-02
17.35  2.534685E-02  6.845681E-02
17.36  2.526279E-02  6.846070E-02
17.37  2.517900E-02  6.846458E-02
17.38  2.509549E-02  6.846845E-02
17.39  2.501224E-02  6.847231E-02
17.40  2.492926E-02  6.847615E-02
17.41  2.484655E-02  6.847998E-02
17.42  2.476411E-02  6.848380E-02
17.43  2.468193E-02  6.848761E-02
17.44  2.460002E-02  6.849141E-02
17.45  2.451837E-02  6.849519E-02
17.46  2.443698E-02  6.849897E-02
17.47  2.435585E-02  6.850273E-02
17.48  2.427499E-02  6.850648E-02
17.49  2.419439E-02  6.851022E-02
17.50  2.411405E-02  6.851395E-02
17.51  2.403397E-02  6.851767E-02
17.52  2.395414E-02  6.852137E-02
17.53  2.387457E-02  6.852506E-02
17.54  2.379526E-02  6.852875E-02
17.55  2.371621E-02  6.853242E-02
17.56  2.363741E-02  6.853608E-02
17.57  2.355887E-02  6.853973E-02
17.58  2.348058E-02  6.854337E-02
17.59  2.340254E-02  6.854699E-02
17.60  2.332475E-02  6.855061E-02
17.61  2.324722E-02  6.855421E-02
17.62  2.316993E-02  6.855781E-02
17.63  2.309290E-02  6.856139E-02
17.64  2.301611E-02  6.856496E-02
17.65  2.293957E-02  6.856852E-02
17.66  2.286328E-02  6.857207E-02
17.67  2.278724E-02  6.857561E-02
17.68  2.271144E-02  6.857914E-02
17.69  2.263589E-02  6.858266E-02
17.70  2.256058E-02  6.858616E-02
17.71  2.248552E-02  6.858966E-02
17.72  2.241069E-02  6.859314E-02
17.73  2.233611E-02  6.859662E-02
17.74  2.226177E-02  6.860008E-02
17.75  2.218768E-02  6.860354E-02
17.76  2.211382E-02  6.860698E-02
17.77  2.204020E-02  6.861041E-02
17.78  2.196682E-02  6.861383E-02
17.79  2.189367E-02  6.861724E-02
17.80  2.182077E-02  6.862064E-02
17.81  2.174809E-02  6.862403E-02
17.82  2.167566E-02  6.862741E-02
17.83  2.160346E-02  6.863078E-02
17.84  2.153149E-02  6.863414E-02
17.85  2.145976E-02  6.863749E-02
17.86  2.138825E-02  6.864083E-02
17.87  2.131698E-02  6.864416E-02
17.88  2.124594E-02  6.864748E-02
17.89  2.117514E-02  6.865079E-02
17.90  2.110456E-02  6.865408E-02
17.91  2.103421E-02  6.865737E-02
17.92  2.096408E-02  6.866065E-02
17.93  2.089419E-02  6.866392E-02
17.94  2.082452E-02  6.866717E-02
17.95  2.075508E-02  6.867042E-02
17.96  2.068586E-02  6.867366E-02
17.97  2.061687E-02  6.867689E-02
17.98  2.054810E-02  6.868010E-02
17.99  2.047955E-02  6.868331E-02
18.00  2.041123E-02  6.868651E-02
18.01  2.034312E-02  6.868970E-02
18.02  2.027524E-02  6.869288E-02
18.03  2.020758E-02  6.869604E-02
18.04  2.014014E-02  6.869920E-02
18.05  2.007292E-02  6.870235E-02
18.06  2.000592E-02  6.870549E-02
18.07  1.993913E-02  6.870862E-02
18.08  1.987256E-02  6.871174E-02
18.09  1.980621E-02  6.871485E-02
18.10  1.974007E-02  6.871795E-02
18.11  1.967415E-02  6.872104E-02
18.12  1.960844E-02  6.872412E-02
18.13  1.954294E-02  6.872720E-02
18.14  1.947766E-02  6.873026E-02
18.15  1.941259E-02  6.873331E-02
18.16  1.934773E-02  6.873636E-02
18.17  1.928309E-02  6.873939E-02
18.18  1.921865E-02  6.874242E-02
18.19  1.915442E-02  6.874543E-02
18.20  1.909040E-02  6.874844E-02
18.21  1.902659E-02  6.875144E-02
18.22  1.896299E-02  6.875442E-02
18.23  1.889959E-02  6.875740E-02
18.24  1.883640E-02  6.876037E-02
18.25  1.877342E-02  6.876333E-02
18.26  1.871064E-02  6.876628E-02
18.27  1.864807E-02  6.876923E-02
18.28  1.858570E-02  6.877216E-02
18.29  1.852353E-02  6.877508E-02
18.30  1.846156E-02  6.877800E-02
18.31  1.839980E-02  6.878090E-02
18.32  1.833823E-02  6.878380E-02
18.33  1.827687E-02  6.878669E-02
18.34  1.821571E-02  6.878957E-02
18.35  1.815475E-02  6.879244E-02
18.36  1.809398E-02  6.879530E-02
18.37  1.803342E-02  6.879815E-02
18.38  1.797305E-02  6.880100E-02
18.39  1.791287E-02  6.880383E-02
18.40  1.785290E-02  6.880666E-02
18.41  1.779312E-02  6.880948E-02
18.42  1.773353E-02  6.881228E-02
18.43  1.767414E-02  6.881508E-02
18.44  1.761494E-02  6.881788E-02
18.45  1.755594E-02  6.882066E-02
18.46  1.749713E-02  6.882343E-02
18.47  1.743851E-02  6.882620E-02
18.48  1.738008E-02  6.882896E-02
18.49  1.732184E-02  6.883170E-02
18.50  1.726379E-02  6.883444E-02
18.51  1.720593E-02  6.883718E-02
18.52  1.714826E-02  6.883990E-02
18.53  1.709078E-02  6.884261E-02
18.54  1.703348E-02  6.884532E-02
18.55  1.697638E-02  6.884802E-02
18.56  1.691946E-02  6.885071E-02
18.57  1.686272E-02  6.885339E-02
18.58  1.680617E-02  6.885606E-02
18.59  1.674981E-02  6.885872E-02
18.60  1.669363E-02  6.886138E-02
18.61  1.663763E-02  6.886403E-02
18.62  1.658182E-02  6.886667E-02
18.63  1.652618E-02  6.886930E-02
18.64  1.647073E-02  6.887192E-02
18.65  1.641547E-02  6.887454E-02
18.66  1.636038E-02  6.887715E-02
18.67  1.630547E-02  6.887975E-02
18.68  1.625074E-02  6.888234E-02
18.69  1.619619E-02  6.888492E-02
18.70  1.614182E-02  6.888749E-02
18.71  1.608763E-02  6.889006E-02
18.72  1.603361E-02  6.889262E-02
18.73  1.597977E-02  6.889517E-02
18.74  1.592611E-02  6.889771E-02
18.75  1.587262E-02  6.890025E-02
18.76  1.581931E-02  6.890278E-02
18.77  1.576617E-02  6.890530E-02
18.78  1.571321E-02  6.890781E-02
18.79  1.566042E-02  6.891031E-02
18.80  1.560780E-02  6.891281E-02
18.81  1.555535E-02  6.891530E-02
18.82  1.550308E-02  6.891778E-02
18.83  1.545098E-02  6.892025E-02
18.84  1.539905E-02  6.892271E-02
18.85  1.534728E-02  6.892517E-02
18.86  1.529569E-02  6.892762E-02
18.87  1.524427E-02  6.893006E-02
18.88  1.519301E-02  6.893250E-02
18.89  1.514193E-02  6.893493E-02
18.90  1.509101E-02  6.893735E-02
18.91  1.504026E-02  6.893976E-02
18.92  1.498967E-02  6.894216E-02
18.93  1.493925E-02  6.894456E-02
18.94  1.488899E-02  6.894695E-02
18.95  1.483890E-02  6.894933E-02
18.96  1.478898E-02  6.895170E-02
18.97  1.473922E-02  6.895407E-02
18.98  1.468962E-02  6.895643E-02
18.99  1.464018E-02  6.895878E-02
19.00  1.459091E-02  6.896113E-02
19.01  1.454180E-02  6.896347E-02
19.02  1.449284E-02  6.896580E-02
19.03  1.444405E-02  6.896812E-02
19.04  1.439542E-02  6.897044E-02
19.05  1.434695E-02  6.897275E-02
19.06  1.429864E-02  6.897505E-02
19.07  1.425049E-02  6.897734E-02
19.08  1.420249E-02  6.897963E-02
19.09  1.415466E-02  6.898191E-02
19.10  1.410698E-02  6.898418E-02
19.11  1.405945E-02  6.898645E-02
19.12  1.401209E-02  6.898871E-02
19.13  1.396488E-02  6.899096E-02
19.14  1.391782E-02  6.899320E-02
19.15  1.387092E-02  6.899544E-02
19.16  1.382417E-02  6.899767E-02
19.17  1.377757E-02  6.899990E-02
19.18  1.373113E-02  6.900211E-02
19.19  1.368485E-02  6.900432E-02
19.20  1.363871E-02  6.900653E-02
19.21  1.359273E-02  6.900872E-02
19.22  1.354689E-02  6.901091E-02
19.23  1.350121E-02  6.901309E-02
19.24  1.345568E-02  6.901527E-02
19.25  1.341030E-02  6.901744E-02
19.26  1.336506E-02  6.901960E-02
19.27  1.331998E-02  6.902175E-02
19.28  1.327504E-02  6.902390E-02
19.29  1.323025E-02  6.902604E-02
19.30  1.318561E-02  6.902818E-02
19.31  1.314112E-02  6.903031E-02
19.32  1.309677E-02  6.903243E-02
19.33  1.305257E-02  6.903454E-02
19.34  1.300852E-02  6.903665E-02
19.35  1.296460E-02  6.903876E-02
19.36  1.292084E-02  6.904085E-02
19.37  1.287722E-02  6.904294E-02
19.38  1.283374E-02  6.904502E-02
19.39  1.279040E-02  6.904710E-02
19.40  1.274721E-02  6.904917E-02
19.41  1.270416E-02  6.905123E-02
19.42  1.266125E-02  6.905328E-02
19.43  1.261849E-02  6.905533E-02
19.44  1.257586E-02  6.905738E-02
19.45  1.253338E-02  6.905941E-02
19.46  1.249103E-02  6.906145E-02
19.47  1.244883E-02  6.906347E-02
19.48  1.240676E-02  6.906549E-02
19.49  1.236483E-02  6.906750E-02
19.50  1.232304E-02  6.906950E-02
19.51  1.228139E-02  6.907150E-02
19.52  1.223988E-02  6.907350E-02
19.53  1.219850E-02  6.907548E-02
19.54  1.215726E-02  6.907746E-02
19.55  1.211615E-02  6.907944E-02
19.56  1.207519E-02  6.908140E-02
19.57  1.203435E-02  6.908336E-02
19.58  1.199365E-02  6.908532E-02
19.59  1.195309E-02  6.908727E-02
19.60  1.191266E-02  6.908921E-02
19.61  1.187236E-02  6.909115E-02
19.62  1.183220E-02  6.909308E-02
19.63  1.179217E-02  6.909500E-02
19.64  1.175227E-02  6.909692E-02
19.65  1.171250E-02  6.909884E-02
19.66  1.167286E-02  6.910074E-02
19.67  1.163336E-02  6.910264E-02
19.68  1.159398E-02  6.910454E-02
19.69  1.155474E-02  6.910643E-02
19.70  1.151562E-02  6.910831E-02
19.71  1.147664E-02  6.911019E-02
19.72  1.143778E-02  6.911206E-02
19.73  1.139905E-02  6.911392E-02
19.74  1.136045E-02  6.911578E-02
19.75  1.132198E-02  6.911764E-02
19.76  1.128363E-02  6.911948E-02
19.77  1.124541E-02  6.912133E-02
19.78  1.120732E-02  6.912316E-02
19.79  1.116936E-02  6.912499E-02
19.80  1.113152E-02  6.912682E-02
19.81  1.109380E-02  6.912863E-02
19.82  1.105621E-02  6.913045E-02
19.83  1.101874E-02  6.913225E-02
19.84  1.098140E-02  6.913406E-02
19.85  1.094418E-02  6.913585E-02
19.86  1.090709E-02  6.913764E-02
19.87  1.087011E-02  6.913943E-02
19.88  1.083326E-02  6.914121E-02
19.89  1.079653E-02  6.914298E-02
19.90  1.075993E-02  6.914475E-02
19.91  1.072344E-02  6.914651E-02
19.92  1.068708E-02  6.914827E-02
19.93  1.065083E-02  6.915002E-02
19.94  1.061471E-02  6.915176E-02
19.95  1.057870E-02  6.915350E-02
19.96  1.054282E-02  6.915524E-02
19.97  1.050705E-02  6.915697E-02
19.98  1.047140E-02  6.915869E-02
19.99  1.043588E-02  6.916041E-02
20.00  1.040046E-02  6.916212E-02
20.01  1.036517E-02  6.916383E-02
20.02  1.032999E-02  6.916553E-02
20.03  1.029493E-02  6.916723E-02
20.04  1.025999E-02  6.916892E-02
20.05  1.022516E-02  6.917060E-02
20.06  1.019044E-02  6.917228E-02
20.07  1.015584E-02  6.917396E-02
20.08  1.012136E-02  6.917563E-02
20.09  1.008699E-02  6.917729E-02
20.10  1.005274E-02  6.917895E-02
20.11  1.001860E-02  6.918061E-02
20.12  9.984567E-03  6.918226E-02
20.13  9.950652E-03  6.918390E-02
20.14  9.916849E-03  6.918554E-02
20.15  9.883159E-03  6.918717E-02
20.16  9.849580E-03  6.918880E-02
20.17  9.816113E-03  6.919042E-02
20.18  9.782757E-03  6.919204E-02
20.19  9.749512E-03  6.919365E-02
20.20  9.716377E-03  6.919526E-02
20.21  9.683352E-03  6.919686E-02
20.22  9.650437E-03  6.919846E-02
20.23  9.617631E-03  6.920005E-02
20.24  9.584934E-03  6.920164E-02
20.25  9.552346E-03  6.920322E-02
20.26  9.519866E-03  6.920480E-02
20.27  9.487494E-03  6.920637E-02
20.28  9.455229E-03  6.920794E-02
20.29  9.423072E-03  6.920950E-02
20.30  9.391022E-03  6.921106E-02
20.31  9.359078E-03  6.921261E-02
20.32  9.327240E-03  6.921416E-02
20.33  9.295509E-03  6.921570E-02
20.34  9.263882E-03  6.921724E-02
20.35  9.232361E-03  6.921877E-02
20.36  9.200945E-03  6.922030E-02
20.37  9.169633E-03  6.922183E-02
20.38  9.138426E-03  6.922334E-02
20.39  9.107322E-03  6.922486E-02
20.40  9.076322E-03  6.922637E-02
20.41  9.045424E-03  6.922787E-02
20.42  9.014630E-03  6.922937E-02
20.43  8.983938E-03  6.923086E-02
20.44  8.953349E-03  6.923235E-02
20.45  8.922861E-03  6.923384E-02
